player_id,matches_played,avg_kills,avg_deaths,kd_ratio,avg_accuracy,stddev_accuracy,avg_headshot_rate,avg_reaction_time_ms,stddev_reaction_time_ms,avg_damage_dealt,cheater_flag,accuracy_z_score,headshot_z_score,reaction_z_score,suspicion_score,consistency_flag
player_0062,10,8.1,6.5,1.2462,0.2786,0.11108,0.1804,229.78,53.5957,1367.9,0,-0.44443910525737895,-0.4084868574979999,-0.47545344820981866,-1.3283794109651976,0
player_0063,10,6.7,6.0,1.1167,0.2886,0.071612,0.1918,215.92,54.7279,1428.2,0,-0.3410318750063571,-0.2961873880256526,-0.07730169443828205,-0.7145209574702918,0
player_0064,10,8.6,8.0,1.075,0.2953,0.090373,0.2287,182.43,67.5151,970.1,0,-0.2717490307381727,0.067308263161156,0.8847547437874569,0.6803139762104402,0
player_0065,8,5.75,6.63,0.8679,0.2698,0.124869,0.2248,226.48,34.9937,1290.38,0,-0.5354374678782784,0.02889002360482676,-0.38065541159754784,-0.8872028558709995,0
player_0066,10,8.2,7.1,1.1549,0.3325,0.084768,0.2138,226.59,51.1877,1093.1,0,0.1129258657956283,-0.07946911360533311,-0.3838153461512906,-0.3503585939609954,0
player_0067,10,9.5,6.6,1.4394,0.2711,0.095287,0.1902,216.37,55.7712,1196.9,0,-0.5219945279456454,-0.31194871707440297,-0.09022869943086488,-0.9241719444509132,0
player_0068,10,9.0,8.0,1.125,0.292,0.071484,0.2295,244.09,54.1567,1225.0,0,-0.30587341672101015,0.07518892768553148,-0.8865322069739373,-1.1172166960094159,0
player_0069,10,9.0,5.6,1.6071,0.292,0.111849,0.1766,211.54,35.1996,683.9,0,-0.30587341672101015,-0.44592001398878234,0.04852115415618598,-0.7032722765536065,0
player_0070,10,5.4,5.3,1.0189,0.3173,0.103811,0.2134,224.23,48.7269,1407.2,0,-0.04425312418592467,-0.08340944586752058,-0.3160203866346361,-0.44368295668808133,0
player_0071,10,8.4,6.4,1.3125,0.2988,0.127641,0.1987,210.69,52.8579,1247.3,0,-0.23555650015031507,-0.2282166565029161,0.0729388302532858,-0.39083432639994536,0
player_0072,10,8.0,9.0,0.8889,0.3166,0.061565,0.1923,206.3,63.2964,1226.8,0,-0.051491630303496544,-0.29126197269791804,0.1990489456253665,-0.14370465737604804,0
player_0073,10,5.9,9.0,0.6556,0.3397,0.094979,0.1726,207.16,47.979,1223.0,0,0.1873790715763638,-0.4853233366106587,0.174344002750654,-0.12360026228364088,0
player_0074,8,9.13,6.88,1.3273,0.2966,0.114313,0.1739,246.0,50.0996,1440.5,0,-0.25830609080554023,-0.47251725675854894,-0.941400161498009,-1.672223509062098,0
player_0075,9,5.56,7.56,0.7353,0.2659,0.101908,0.1915,238.03,41.9081,1233.67,0,-0.5757662876761764,-0.29914263722229323,-0.712448539740495,-1.5873574646389645,0
player_0076,10,7.2,7.9,0.9114,0.3228,0.106241,0.2169,237.92,56.2281,1035.2,0,0.012620852452136767,-0.0489315385733788,-0.7092886051867523,-0.7455992913079943,0
player_0077,9,6.33,6.22,1.0179,0.2842,0.097242,0.1623,215.08,50.9036,1084.78,0,-0.38653105631680684,-0.5867868923619901,-0.05317128511879572,-1.0264892337975926,0
player_0078,10,7.0,6.2,1.129,0.2931,0.091894,0.2057,233.05,35.4657,1132.4,0,-0.2944986213933973,-0.15926084191463255,-0.5693896844892506,-1.0231491477972805,0
player_0079,10,11.8,9.4,1.2553,0.2746,0.058964,0.2145,245.7,40.212,1236.4,0,-0.4858019973577877,-0.07257353214650471,-0.9327821581696204,-1.4911576876739128,0
player_0080,10,4.4,6.2,0.7097,0.2785,0.042953,0.1603,237.11,59.0752,1461.7,0,-0.4454731775598891,-0.6064885536729283,-0.6860199962001048,-1.7379817274329221,0
player_0081,10,6.6,7.6,0.8684,0.2678,0.11942,0.1625,245.89,36.7196,1127.6,0,-0.5561189139284828,-0.5848167262308963,-0.9382402269442662,-2.079175867103645,0
player_0082,10,6.0,7.1,0.8451,0.3173,0.074305,0.2191,201.08,32.8044,1221.6,0,-0.04425312418592467,-0.027259711131347047,0.3490022035393217,0.27748936822205,0
player_0083,10,8.3,8.6,0.9651,0.2617,0.084376,0.1814,219.02,58.3092,1232.0,0,-0.619197324381606,-0.39863602684253086,-0.16635439549829442,-1.1841877467224313,0
player_0084,10,9.5,6.3,1.5079,0.3382,0.141958,0.2064,216.14,47.0737,1325.4,0,0.1718679870387105,-0.15236526045580415,-0.08362156354576672,-0.06411883696286036,0
player_0085,10,7.7,6.6,1.1667,0.3188,0.081061,0.2185,199.63,49.7669,1204.2,0,-0.028742039648271968,-0.03317020952462839,0.39065588629319864,0.3287436371202983,0
player_0086,10,5.1,7.7,0.6623,0.3111,0.109041,0.1757,232.34,59.3341,1216.9,0,-0.10836560694155856,-0.45478576157870465,-0.5489937432787316,-1.112145111798995,0
player_0087,10,7.9,7.4,1.0676,0.3314,0.108759,0.1991,218.55,58.2865,1348.5,0,0.10155107046801544,-0.22427632424072835,-0.15285285695048623,-0.27557811072319915,0
player_0088,10,6.0,8.4,0.7143,0.3187,0.078298,0.1912,241.64,48.3196,936.3,0,-0.029776111950782072,-0.3020978864189339,-0.8161518464587663,-1.1480258448284824,0
player_0089,10,20.2,2.5,8.08,0.7663,0.079884,0.6996,82.7,23.5724,3645.0,1,4.598731514084951,4.7060644188215415,3.749666316921318,13.054462249827811,0
player_0090,10,7.8,5.3,1.4717,0.2942,0.081625,0.2248,240.07,36.4543,1263.5,0,-0.283123826065785,0.02889002360482676,-0.7710509623735348,-1.0252847648344932,0
player_0091,5,4.6,7.0,0.6571,0.283,0.060502,0.2216,226.58,65.7562,1220.8,0,-0.3989399239469298,-0.0026326344926743497,-0.3835280793736779,-0.7851006378132821,0
player_0092,9,7.22,6.33,1.1404,0.3262,0.125998,0.1854,229.79,31.8375,1232.11,0,0.04777931073748431,-0.3592327042206545,-0.47574071498743137,-0.7871941084706016,0
player_0093,10,9.1,3.9,2.3333,0.3502,0.135537,0.1818,214.99,56.0235,999.7,0,0.2959566633399367,-0.39469569458034337,-0.05058588412027916,-0.14932491536068582,0
player_0094,10,9.0,6.5,1.3846,0.3343,0.102289,0.2352,218.88,51.6109,1238.9,0,0.13153916724081188,0.13133866242170503,-0.1623326606117128,0.10054516905080413,0
player_0095,10,20.2,3.8,5.3158,0.7663,0.082998,0.6933,81.08,14.6149,3488.1,1,4.598731514084951,4.644004185692086,3.7962035348946146,13.038939234671652,0
player_0096,10,6.9,8.1,0.8519,0.2553,0.13493,0.2146,233.98,56.6151,1090.0,0,-0.6853779517422595,-0.07158844908095763,-0.5961054948072536,-1.3530718956304706,0
player_0097,9,6.33,6.22,1.0179,0.3126,0.139063,0.1941,227.71,57.9553,1033.22,0,-0.09285452240390528,-0.27353047751807374,-0.4159892252439401,-0.7823742251659191,0
player_0098,10,10.5,6.1,1.7213,0.3666,0.116449,0.1837,239.14,52.1784,1081.1,0,0.4655445209516121,-0.375979116334952,-0.744335152055531,-0.654769747438871,0
player_0099,10,7.9,7.9,1.0,0.2488,0.106709,0.2056,226.2,41.3606,1326.1,0,-0.752592651405424,-0.16024592498017934,-0.37261194182438545,-1.2854505182099887,0
player_0100,10,8.1,7.3,1.1096,0.2875,0.125213,0.2273,181.43,53.9041,1172.8,0,-0.35240667033397,0.053517100243499455,0.9134814215487509,0.6145918514582803,0
player_0101,10,7.5,6.2,1.2097,0.3439,0.096517,0.1908,217.11,35.3844,1152.4,0,0.23081010828179274,-0.30603821868112163,-0.11148644097422278,-0.18671455137355167,0
player_0102,10,9.1,5.8,1.569,0.293,0.111241,0.2283,223.15,57.0003,1394.7,0,-0.29553269369590796,0.06336793089896854,-0.2849955746524389,-0.5171603374493783,0
player_0103,8,6.0,6.88,0.8727,0.3003,0.070806,0.1928,182.23,36.7666,1135.0,0,-0.2200454156126618,-0.2863365573701835,0.8905000793397162,0.38411810635687094,0
player_0104,10,23.7,1.4,16.9286,0.7417,0.078971,0.6479,72.93,19.9046,3218.0,1,4.3443497276674385,4.196776473933791,4.030325958649161,12.571452160250391,0
player_0105,10,7.5,8.5,0.8824,0.3075,0.064408,0.1931,238.38,54.2121,1551.4,0,-0.1455922098319263,-0.28338130817354285,-0.7225028769569478,-1.151476394962417,0
player_0106,10,6.2,4.4,1.4091,0.282,0.121432,0.2247,199.84,37.2738,1293.2,0,-0.409280646972032,0.02790494053927996,0.3846232839633266,0.0032475775305745858,0
player_0107,10,7.1,6.9,1.029,0.2953,0.085503,0.2167,231.34,53.6481,1102.9,0,-0.2717490307381727,-0.050901704704472674,-0.5202670655174375,-0.8429178009600828,0
player_0108,10,5.1,7.5,0.68,0.2967,0.065966,0.2079,228.65,60.733,1138.1,0,-0.25727201850302955,-0.13758901447260052,-0.4429923023395565,-0.8378533353151866,0
player_0109,10,8.9,7.1,1.2535,0.2772,0.096472,0.2362,228.79,39.1799,1263.1,0,-0.45891611749252215,0.1411894930771741,-0.44701403722613725,-0.7647406616414854,0
player_0110,10,6.5,5.0,1.3,0.3052,0.090259,0.2001,217.03,57.9981,1224.4,0,-0.169375872789661,-0.21442549358525928,-0.10918830675331889,-0.49298967312823916,0
player_0111,10,8.7,8.0,1.0875,0.2589,0.104577,0.2036,220.41,46.6008,1537.5,0,-0.6481513488518917,-0.1799475862911175,-0.20628447758649282,-1.0343834127295022,0
player_0112,10,6.2,6.2,1.0,0.2514,0.109118,0.1956,219.87,48.3287,1300.0,0,-0.7257067715401582,-0.25875423153487015,-0.19077207159539425,-1.1752330746704225,0
player_0113,10,6.7,6.5,1.0308,0.3165,0.110379,0.2379,218.12,36.5453,985.0,0,-0.05252570260600665,0.15793590519147158,-0.14050038551312957,-0.03509018292766464,0
player_0114,10,20.8,2.5,8.32,0.7343,0.093079,0.646,80.65,20.4822,3090.0,1,4.267828377281681,4.178059895688399,3.8085560063319703,12.254444279302051,0
player_0115,10,8.7,7.2,1.2083,0.3055,0.108421,0.1903,206.25,53.4183,1081.9,0,-0.16627365588213067,-0.3109636340088562,0.20048527951343154,-0.2767520103775553,0
player_0116,10,4.6,6.2,0.7419,0.2625,0.096397,0.2349,210.2,48.3576,1188.7,0,-0.610924745961524,0.12838341322506436,0.08701490235632017,-0.39552643038013946,0
player_0117,8,8.13,5.63,1.4444,0.3222,0.151118,0.1883,238.0,34.9797,1482.38,0,0.006416418637075571,-0.3306652953197944,-0.7115867394076562,-1.035835616090375,0
player_0118,10,7.9,8.4,0.9405,0.3243,0.118677,0.1862,215.82,55.2526,1159.8,0,0.028131936989790045,-0.3513520396962793,-0.0744290266621528,-0.39764912936864205,0
player_0119,7,7.43,6.43,1.1556,0.2938,0.072439,0.2372,245.91,62.3936,1500.86,0,-0.287260115275826,0.15104032373264317,-0.9388147604994924,-1.0750345520426752,0
player_0120,9,7.78,6.11,1.2727,0.2526,0.106969,0.2089,253.07,44.587,1272.78,0,-0.7132979039100358,-0.12773818381713142,-1.144497773270358,-1.9855338609975253,0
player_0121,10,10.8,8.0,1.35,0.3215,0.086909,0.1999,236.81,35.1818,1130.0,0,-0.0008220874804957275,-0.21639565971635316,-0.6774019928717162,-0.8946197400685652,0
player_0122,10,8.8,5.6,1.5714,0.3025,0.064416,0.1718,201.36,38.1594,1263.8,0,-0.19729582495743722,-0.4932040011350339,0.3409587337661593,-0.34954109232631175,0
player_0123,10,8.4,7.2,1.1667,0.3627,0.058537,0.2111,218.91,67.6887,1198.2,0,0.42521570115371404,-0.10606635637509941,-0.16319446094455167,0.15595488383406295,0
player_0124,6,6.33,7.33,0.8636,0.3381,0.138775,0.2054,221.9,33.6701,1142.0,0,0.1708339147362004,-0.16221609111127322,-0.2490872274508213,-0.2404694038258941,0
player_0125,10,9.7,9.3,1.043,0.3359,0.098649,0.1567,207.21,55.3946,1013.1,0,0.14808432408097527,-0.6419515440326169,0.172907668862589,-0.3209595510890526,0
player_0126,10,9.2,7.8,1.1795,0.2783,0.094145,0.2005,215.65,49.133,1250.2,0,-0.4475413221649098,-0.21048516132307155,-0.06954549144273317,-0.7275719749307146,0
player_0127,10,8.0,5.9,1.3559,0.2955,0.110573,0.2004,213.55,75.312,1213.3,0,-0.2696808861331525,-0.2114702443886186,-0.009219468144015718,-0.4903705986657868,0
player_0128,10,4.9,4.9,1.0,0.2964,0.068898,0.1813,221.87,46.9683,758.8,0,-0.26037423541056043,-0.3996211099080779,-0.24822542711798246,-0.9082207724366208,0
player_0129,9,9.22,8.11,1.137,0.2806,0.099352,0.1673,235.88,47.5676,1162.67,0,-0.4237576592071746,-0.5375327390846447,-0.6506861825537126,-1.611976580845532,0
player_0130,10,7.7,6.2,1.2419,0.3098,0.08724,0.194,224.69,57.2749,1273.0,0,-0.12180854687419106,-0.27451556058362053,-0.3292346584048316,-0.7255587658626432,0
player_0131,10,5.3,5.6,0.9464,0.2625,0.066676,0.1704,210.22,39.1115,1256.5,0,-0.610924745961524,-0.5069951640526907,0.086440368801094,-1.0314795412131208,0
player_0132,10,8.0,5.4,1.4815,0.3535,0.081315,0.1721,210.43,35.6385,1164.9,0,0.3300810493227736,-0.49024875193839323,0.08040776647122201,-0.07975993614439762,0
player_0133,10,8.6,8.8,0.9773,0.2949,0.10117,0.1892,216.8,43.7672,1125.7,0,-0.2758853199482137,-0.32179954772987207,-0.10258117086822155,-0.7002660385463073,0
player_0134,10,8.9,6.9,1.2899,0.2972,0.045977,0.2238,226.84,47.8506,1216.1,0,-0.25210165699047843,0.01903919294935768,-0.3909970155916141,-0.6240594796327348,0
player_0135,10,7.3,6.1,1.1967,0.291,0.107154,0.2072,224.67,54.2295,1361.5,0,-0.31621413974611234,-0.14448459593142893,-0.32866012484960544,-0.7893588605271467,0
player_0136,10,5.0,6.0,0.8333,0.266,0.103557,0.1673,201.93,52.1535,1260.0,0,-0.5747322153736664,-0.5375327390846447,0.3245845274422219,-0.7876804270160893,0
player_0137,8,7.63,5.75,1.3261,0.2634,0.120842,0.1863,230.06,66.3553,1150.5,0,-0.601618095238932,-0.35036695663073253,-0.48349691798298106,-1.4354819698526455,0
player_0138,6,8.67,5.0,1.7333,0.2526,0.126112,0.2074,270.27,19.3438,1789.0,0,-0.7132979039100358,-0.14251442980033505,-1.6385966307646163,-2.494408964474987,0
player_0139,9,8.44,6.89,1.2258,0.3005,0.073853,0.2265,211.99,60.343,950.78,0,-0.21797727100764158,0.04563643571912425,0.03559414916360314,-0.1367466861249142,0
player_0140,8,6.25,7.25,0.8621,0.2801,0.077238,0.2252,207.49,80.9249,1077.13,0,-0.4289280207197257,0.0328303558670145,0.1648641990894266,-0.2312334657632846,0
player_0141,10,6.2,7.0,0.8857,0.3014,0.072924,0.1958,211.3,64.098,1397.3,0,-0.2086706202850495,-0.25678406540377624,0.05541555681889601,-0.41003912886992977,0
player_0142,10,22.4,2.6,8.6154,0.7632,0.054316,0.6437,78.7,21.6152,3329.4,1,4.566675272707134,4.155402985180821,3.8645730279664945,12.58665128585445,0
player_0143,10,5.5,6.3,0.873,0.3287,0.091546,0.2228,237.32,55.4173,1271.7,0,0.07363111830023977,0.0091883622938886,-0.692052598529976,-0.6092331179358477,0
player_0144,9,6.56,5.56,1.18,0.2416,0.072292,0.1602,218.61,31.7252,1025.89,0,-0.8270458571861595,-0.6074736367384751,-0.15457645761616393,-1.5890959515407985,0
player_0145,10,8.0,6.9,1.1594,0.3137,0.101671,0.1983,224.38,47.1458,1196.3,0,-0.08147972707629299,-0.23215698876510357,-0.3203293882988304,-0.6339661041402269,0
player_0146,10,7.9,6.8,1.1618,0.3462,0.075997,0.1857,197.1,41.2321,1091.4,0,0.254593771239528,-0.35627745502401387,0.4633343810292727,0.3616506972447868,0
player_0147,10,8.7,7.1,1.2254,0.3237,0.07178,0.1986,224.66,26.9042,1247.0,0,0.021927503174728847,-0.2292017395684629,-0.32837285807199273,-0.5356470944657268,0
player_0148,6,7.0,4.83,1.4483,0.4025,0.110296,0.2078,218.5,33.4908,1264.0,0,0.8367764775527806,-0.1385740975381473,-0.1514165230624212,0.5467858569522122,0
player_0149,8,8.13,7.0,1.1607,0.3228,0.09709,0.2058,194.4,76.1318,1302.38,0,0.012620852452136767,-0.15827575884908548,0.5408964109847665,0.39524150458781776,0
